type,start_seconds,end_seconds
Reasoning,190952.81,190954.131
CommandExecution,190212.937,190969.0
CommandExecution,190972.188,190972.188
CommandExecution,190977.379,190978.119
Reasoning,190980.499,190990.846
CommandExecution,190997.461,190997.461
Reasoning,190999.712,191013.546
AgentMessage,191013.55,191015.41
CommandExecution,191036.936,191038.121
CommandExecution,191038.31,191038.601
Reasoning,191041.08,191041.64
CommandExecution,191045.445,191045.906
Reasoning,191052.595,191053.496
CommandExecution,191056.388,191057.85
CommandExecution,191057.988,191057.989
Reasoning,191059.934,191062.632
CommandExecution,191066.276,191066.276
CommandExecution,191066.459,191067.14
Reasoning,191072.567,191075.68
CommandExecution,191086.264,191087.09
CommandExecution,191087.151,191087.151
Reasoning,191089.822,191093.47
CommandExecution,190912.758,191093.946
CommandExecution,191097.096,191097.097
Reasoning,191113.215,191115.67
CommandExecution,191147.558,191148.223
Reasoning,191149.95,191154.63
Reasoning,191190.305,191191.237
CommandExecution,191207.74,191207.74
Reasoning,191195.065,191210.331
Reasoning,191213.84,191214.51
AgentMessage,191217.056,191218.396
CommandExecution,191220.256,191220.462
Reasoning,191223.34,191239.046
CommandExecution,191241.844,191241.844
Reasoning,191243.8,191255.676
Reasoning,191292.993,191301.631
CommandExecution,191308.635,191308.859
Reasoning,191304.77,191314.866
Reasoning,191317.425,191323.122
CommandExecution,191328.075,191328.451
CommandExecution,191328.582,191328.582
Reasoning,191330.06,191345.655
AgentMessage,191345.658,191347.635
CommandExecution,191396.661,191396.943
Reasoning,191399.129,191403.868
CommandExecution,191407.812,191408.441
Reasoning,191440.371,191456.211
Reasoning,191465.631,191473.956
Reasoning,191476.561,191483.736
CommandExecution,191512.127,191512.128
Reasoning,191546.666,191547.861
AgentMessage,191547.876,191549.651
Reasoning,191549.654,191565.177
CommandExecution,191574.926,191574.926
Reasoning,191577.276,191593.093
CommandExecution,191598.514,191598.514
CommandExecution,190912.701,191641.115
Reasoning,191632.791,191648.947
Reasoning,191652.441,191655.251
AgentMessage,191655.256,191656.796
CommandExecution,191659.097,191659.097
Reasoning,191660.621,191669.686
CommandExecution,191673.474,191673.475
Reasoning,191706.016,191721.851
Reasoning,191726.303,191739.406
CommandExecution,191744.309,191744.309
Reasoning,191746.121,191747.641
AgentMessage,191747.644,191749.083
Reasoning,191749.086,191757.981
CommandExecution,190912.679,191763.457
CommandExecution,191774.141,191774.141
Reasoning,191776.016,191776.677
CommandExecution,191778.835,191779.534
CommandExecution,191779.667,191779.668
Reasoning,191781.463,191791.152
AgentMessage,191791.157,191792.962
CommandExecution,191817.867,191817.867
Reasoning,191820.531,191821.552
CommandExecution,191825.799,191825.8
CommandExecution,191824.741,191826.829
Reasoning,191827.717,191830.232
CommandExecution,191833.228,191833.228
CommandExecution,191833.297,191833.298
Reasoning,191835.331,191840.921
AgentMessage,191840.925,191843.447
AgentMessage,191847.417,191848.857
CommandExecution,191852.94,191852.94
CommandExecution,191852.98,191852.981
CommandExecution,191853.069,191853.069
Reasoning,191854.921,191866.592
CommandExecution,191871.719,191871.72
CommandExecution,191871.74,191871.741
CommandExecution,191871.754,191871.755
Reasoning,191894.251,191909.802
Reasoning,191909.805,191925.372
AgentMessage,191925.375,191927.342
CommandExecution,191932.256,191932.257
CommandExecution,191932.279,191932.28
Reasoning,191934.407,191943.277
CommandExecution,191952.904,191952.904
Reasoning,191955.122,191962.517
CommandExecution,191966.755,191966.755
CommandExecution,191966.807,191966.807
Reasoning,191968.672,191984.217
Reasoning,191984.221,191999.912
CommandExecution,192002.546,192002.546
Reasoning,192004.439,192019.972
Reasoning,192019.977,192032.647
CommandExecution,192055.893,192055.893
Reasoning,192058.857,192060.401
CommandExecution,192062.637,192062.638
Reasoning,192065.142,192072.611
CommandExecution,192099.058,192099.058
Reasoning,192101.552,192117.247
CommandExecution,192122.795,192122.795
CommandExecution,192122.82,192122.821
Reasoning,192124.502,192127.887
AgentMessage,192127.897,192130.447
CommandExecution,192134.689,192134.689
CommandExecution,192134.746,192134.747
Reasoning,192136.822,192139.547
CommandExecution,192142.878,192142.878
Reasoning,192144.803,192145.462
CommandExecution,192148.407,192148.408
Reasoning,192150.986,192166.377
CommandExecution,192192.89,192193.263
CommandExecution,192193.319,192193.32
CommandExecution,192193.417,192193.417
Reasoning,192195.738,192211.452
CommandExecution,192219.253,192223.566
Reasoning,192222.183,192234.692
CommandExecution,192247.429,192247.429
Reasoning,192249.722,192264.937
CommandExecution,192276.365,192276.365
CommandExecution,192276.547,192276.575
Reasoning,192279.292,192286.662
CommandExecution,192295.024,192295.024
CommandExecution,192293.952,192295.205
Reasoning,192297.077,192312.622
Reasoning,192312.626,192322.068
AgentMessage,192322.071,192324.038
CommandExecution,192352.028,192352.028
Reasoning,192353.927,192369.624
CommandExecution,192402.054,192402.054
CommandExecution,192402.19,192402.19
Reasoning,192404.242,192420.028
CommandExecution,192442.275,192442.275
Reasoning,192445.098,192460.833
CommandExecution,192465.035,192465.035
CommandExecution,192463.981,192465.09
Reasoning,192468.152,192476.338
CommandExecution,192479.477,192479.477
CommandExecution,192479.542,192479.542
AgentMessage,192481.607,192484.028
Reasoning,192487.868,192503.428
AgentMessage,192503.438,192504.928
CommandExecution,192508.318,192508.318
CommandExecution,192508.413,192508.414
Reasoning,192511.052,192528.063
Reasoning,192528.066,192544.203
CommandExecution,192550.427,192550.428
Reasoning,192553.658,192569.129
Reasoning,192569.132,192584.705
Reasoning,192584.723,192600.213
Reasoning,192600.216,192615.988
Extension,192616.345,192676.347
CommandExecution,192679.725,192679.726
Reasoning,192681.618,192686.263
AgentMessage,192686.266,192687.783
Reasoning,192692.703,192708.918
AgentMessage,192708.921,192709.788
CommandExecution,192710.453,192710.453
Reasoning,192714.293,192732.273
Reasoning,192732.276,192747.923
Extension,192748.091,192808.091
CommandExecution,192812.061,192812.061
CommandExecution,192812.126,192812.126
Reasoning,192815.538,192822.693
AgentMessage,192822.703,192823.903
Reasoning,192826.633,192844.033
Reasoning,192844.036,192862.399
AgentMessage,192862.402,192863.253
CommandExecution,192863.919,192863.92
Reasoning,192866.283,192882.048
Extension,192882.432,192942.432
CommandExecution,192947.503,192947.504
Reasoning,192949.859,192952.869
AgentMessage,192952.883,192954.113
Reasoning,192957.145,192961.333
AgentMessage,192961.338,192962.503
CommandExecution,192963.501,192963.501
Extension,192968.267,193028.267
CommandExecution,193031.992,193031.992
Reasoning,193034.124,193035.408
AgentMessage,193035.413,193036.729
Reasoning,193039.109,193057.496
Reasoning,193057.499,193074.109
Reasoning,193074.112,193088.349
AgentMessage,193088.352,193089.274
CommandExecution,193089.821,193089.821
Extension,193092.567,193152.568
CommandExecution,193155.782,193155.783
Reasoning,193158.184,193159.219
AgentMessage,193159.239,193160.569
Reasoning,193164.179,193179.704
Reasoning,193179.708,193198.824
Reasoning,193198.827,193201.159
AgentMessage,193201.162,193201.881
CommandExecution,193202.506,193202.507
Extension,193205.532,193265.533
CommandExecution,193272.58,193272.58
Reasoning,193274.624,193282.299
AgentMessage,193282.302,193283.534
Reasoning,193286.139,193286.744
AgentMessage,193286.749,193287.819
CommandExecution,193288.766,193288.767
Reasoning,193292.289,193307.839
Reasoning,193307.842,193314.269
Extension,193314.872,193374.872
CommandExecution,193379.148,193379.148
AgentMessage,193382.08,193383.323
Reasoning,193387.089,193406.184
Reasoning,193406.188,193421.63
Reasoning,193421.633,193441.109
Reasoning,193441.113,193451.84
AgentMessage,193451.843,193453.301
CommandExecution,193453.972,193453.973
Extension,193458.123,193518.123
CommandExecution,193521.479,193521.479
Reasoning,193525.258,193526.269
AgentMessage,193526.272,193527.579
Reasoning,193532.604,193548.431
Reasoning,193548.433,193561.77
AgentMessage,193561.773,193562.768
CommandExecution,193567.186,193567.186
CommandExecution,193567.253,193567.254
Reasoning,193571.557,193592.133
Reasoning,193592.135,193604.437
CommandExecution,193619.349,193619.349
Reasoning,193622.636,193637.806
AgentMessage,193637.816,193639.736
Reasoning,193643.121,193658.686
AgentMessage,193658.696,193660.226
CommandExecution,193661.55,193661.551
Extension,193665.403,193725.405
CommandExecution,193729.407,193729.407
Reasoning,193732.989,193740.409
AgentMessage,193740.419,193741.422
Extension,193741.886,193796.886
CommandExecution,193800.854,193800.855
Reasoning,193806.068,193821.584
Reasoning,193821.587,193837.109
Reasoning,193837.111,193852.658
Reasoning,193852.661,193868.227
Reasoning,193868.23,193875.997
AgentMessage,193876.0,193877.907
CommandExecution,193882.687,193882.688
CommandExecution,193882.691,193882.691
ContextCompaction,193882.804,194061.184
Reasoning,194065.425,194065.984
AgentMessage,194065.989,194067.729
CommandExecution,194071.278,194071.278
CommandExecution,194071.288,194071.289
CommandExecution,194077.758,194077.758
CommandExecution,194077.771,194077.772
CommandExecution,194077.805,194077.806
Reasoning,194079.764,194082.399
CommandExecution,194085.844,194085.845
Reasoning,194088.164,194091.279
AgentMessage,194091.282,194095.184
CommandExecution,194101.552,194101.553
Reasoning,194104.364,194106.314
CommandExecution,194112.541,194112.541
Reasoning,194114.869,194121.499
CommandExecution,194124.736,194124.737
Reasoning,194127.133,194133.514
CommandExecution,194177.401,194177.402
Reasoning,194179.248,194185.003
CommandExecution,194189.052,194190.891
Reasoning,194193.233,194208.499
AgentMessage,194208.507,194210.863
CommandExecution,194215.465,194215.465
CommandExecution,194215.523,194215.523
Reasoning,194219.243,194230.678
CommandExecution,194233.902,194233.902
Reasoning,194235.652,194236.528
CommandExecution,194241.538,194241.538
Reasoning,194243.983,194250.432
CommandExecution,194252.526,194252.526
Reasoning,194254.377,194261.502
CommandExecution,194265.008,194265.008
Reasoning,194268.257,194272.757
CommandExecution,194279.676,194281.119
Reasoning,194282.517,194298.159
Reasoning,194323.802,194331.362
CommandExecution,194319.326,194331.377
CommandExecution,194334.889,194334.889
Reasoning,194340.373,194345.864
AgentMessage,194345.867,194348.593
CommandExecution,194350.963,194352.466
Reasoning,194354.487,194371.047
CommandExecution,194372.101,194372.101
Reasoning,194375.556,194377.372
CommandExecution,194393.636,194395.108
Reasoning,194400.296,194416.021
CommandExecution,194418.777,194418.777
CommandExecution,194418.89,194418.89
Reasoning,194421.946,194423.786
AgentMessage,194423.788,194425.656
Reasoning,194428.076,194437.896
AgentMessage,194437.902,194439.051
CommandExecution,194441.828,194441.828
CommandExecution,194441.917,194441.918
Reasoning,194443.376,194454.256
CommandExecution,194457.943,194457.943
Reasoning,194462.646,194464.429
Extension,194464.748,194519.75
CommandExecution,194523.986,194523.986
Reasoning,194526.477,194537.652
AgentMessage,194537.663,194538.633
Reasoning,194541.005,194557.167
Reasoning,194557.171,194570.206
AgentMessage,194570.208,194571.47
CommandExecution,194572.676,194572.676
Extension,194574.713,194629.715
CommandExecution,194634.227,194634.227
Reasoning,194636.255,194637.475
AgentMessage,194637.477,194638.592
Extension,194638.897,194693.899
CommandExecution,194696.53,194696.53
Reasoning,194699.049,194700.665
AgentMessage,194700.667,194701.994
Extension,194702.332,194757.333
CommandExecution,194760.194,194760.194
Reasoning,194762.584,194771.815
AgentMessage,194771.819,194773.275
Extension,194773.712,194828.712
CommandExecution,194836.171,194836.171
AgentMessage,194838.414,194839.734
Reasoning,194842.709,194855.559
AgentMessage,194855.563,194857.699
CommandExecution,194868.157,194868.157
CommandExecution,194868.174,194868.174
CommandExecution,194868.214,194868.214
Reasoning,194870.924,194872.924
CommandExecution,194878.648,194878.648
Reasoning,194882.999,194887.234
CommandExecution,194894.202,194894.825
CommandExecution,194894.224,194895.033
Reasoning,194898.118,194918.804
CommandExecution,194928.872,194931.874
Reasoning,194935.333,194945.694
CommandExecution,194950.743,194951.736
Reasoning,194968.188,194969.313
AgentMessage,194969.323,194971.018
CommandExecution,194973.783,194973.783
Reasoning,194976.028,194992.21
CommandExecution,194960.412,194997.662
CommandExecution,195011.163,195011.608
Reasoning,195019.438,195024.509
CommandExecution,195033.127,195033.127
CommandExecution,195033.222,195045.692
Reasoning,195036.309,195052.148
Reasoning,195052.163,195053.385
AgentMessage,195053.39,195055.113
CommandExecution,195033.268,195065.61
CommandExecution,195103.518,195103.519
CommandExecution,195102.466,195117.753
Reasoning,195106.543,195117.813
Reasoning,195135.202,195138.553
CommandExecution,195145.748,195145.748
CommandExecution,194932.049,195149.223
Reasoning,195155.482,195159.088
McpToolCall,195164.993,195167.473
CommandExecution,195167.612,195167.613
Reasoning,195171.313,195174.973
AgentMessage,195174.977,195176.898
CommandExecution,195183.617,195183.617
Reasoning,195186.907,195192.728
CommandExecution,195198.381,195202.322
Reasoning,195201.797,195222.927
McpToolCall,195229.422,195230.348
CommandExecution,195230.421,195230.421
Reasoning,195233.912,195252.667
AgentMessage,195252.671,195253.947
CommandExecution,195263.331,195263.682
McpToolCall,195263.689,195263.928
Reasoning,195265.997,195279.062
CommandExecution,195284.49,195284.491
Reasoning,195290.713,195304.542
Extension,195305.02,195355.022
McpToolCall,195365.262,195365.682
CommandExecution,195365.81,195365.81
Reasoning,195369.967,195384.252
AgentMessage,195384.262,195385.455
Reasoning,195403.372,195408.962
CommandExecution,195398.991,195418.035
McpToolCall,195419.904,195421.179
McpToolCall,195421.185,195422.396
McpToolCall,195422.402,195423.657
McpToolCall,195423.662,195424.982
McpToolCall,195424.988,195426.289
McpToolCall,195426.296,195427.507
Reasoning,195432.171,195435.092
CommandExecution,195448.798,195449.173
Reasoning,195453.896,195456.166
CommandExecution,195466.619,195466.62
Reasoning,195486.705,195502.212
Reasoning,195502.215,195516.627
AgentMessage,195516.63,195518.095
CommandExecution,195522.273,195522.273
Reasoning,195528.665,195544.198
CommandExecution,195398.964,195545.314
Reasoning,195544.202,195554.261
CommandExecution,195582.48,195582.48
Reasoning,195584.153,195599.892
CommandExecution,195603.208,195603.209
Reasoning,195606.722,195621.727
AgentMessage,195621.731,195623.132
CommandExecution,195627.082,195627.082
Reasoning,195633.492,195642.052
CommandExecution,195657.041,195658.935
Reasoning,195660.492,195676.212
CommandExecution,195678.357,195678.357
Reasoning,195680.753,195690.108
AgentMessage,195690.112,195692.623
Reasoning,195694.603,195700.578
AgentMessage,195700.593,195701.693
CommandExecution,195706.615,195706.615
CommandExecution,195706.641,195706.641
Reasoning,195712.988,195728.513
Reasoning,195728.517,195744.889
Reasoning,195744.892,195748.811
Extension,195748.982,195798.983
CommandExecution,195804.3,195804.301
CommandExecution,195804.433,195804.433
Reasoning,195806.219,195807.169
AgentMessage,195807.174,195808.495
Extension,195809.438,195859.438
CommandExecution,195866.423,195866.423
Reasoning,195873.98,195889.51
Reasoning,195889.514,195895.33
AgentMessage,195895.334,195896.563
Reasoning,195930.818,195933.858
Extension,195934.187,195984.187
CommandExecution,195990.962,195990.962
Reasoning,195997.336,195999.001
AgentMessage,195999.004,196000.163
Extension,196000.545,196050.547
CommandExecution,196056.972,196056.972
CommandExecution,195398.941,196057.905
Reasoning,196064.623,196065.007
CommandExecution,196066.557,196066.557
Reasoning,196068.639,196073.496
AgentMessage,196073.5,196075.166
CommandExecution,196078.26,196078.261
Reasoning,196079.9,196095.453
Reasoning,196095.456,196111.24
CommandExecution,196124.146,196124.677
Reasoning,196131.425,196134.512
CommandExecution,195398.92,196139.681
CommandExecution,196145.756,196145.817
Reasoning,196147.767,196162.617
AgentMessage,196162.622,196164.807
CommandExecution,196171.973,196171.973
Reasoning,196174.192,196189.692
Reasoning,196189.695,196195.892
CommandExecution,196209.025,196209.025
CommandExecution,196209.137,196209.137
CommandExecution,196209.211,196209.211
Reasoning,196212.908,196228.433
Reasoning,196228.436,196231.412
AgentMessage,196231.415,196233.228
CommandExecution,196262.021,196263.29
Reasoning,196264.867,196279.677
CommandExecution,196282.483,196282.483
AgentMessage,196285.017,196286.624
Reasoning,196292.078,196303.293
AgentMessage,196303.324,196303.329
CommandExecution,196306.946,196306.946
CommandExecution,196307.024,196307.025
Reasoning,196313.778,196329.528
Extension,196329.871,196374.872
CommandExecution,196379.375,196379.376
CommandExecution,196379.449,196379.449
Reasoning,196381.244,196396.888
AgentMessage,196396.898,196398.014
CommandExecution,196403.662,196403.663
Reasoning,196406.958,196408.633
CommandExecution,196417.651,196417.652
Reasoning,196424.069,196439.623
Reasoning,196439.627,196455.131
Reasoning,196455.135,196458.479
CommandExecution,196464.186,196464.186
Reasoning,196465.973,196481.809
AgentMessage,196481.812,196483.288
CommandExecution,196526.895,196526.895
CommandExecution,196527.023,196527.023
Reasoning,196528.799,196544.349
Reasoning,196544.352,196550.963
CommandExecution,196562.512,196563.65
Reasoning,196570.288,196585.879
Reasoning,196585.881,196592.339
AgentMessage,196592.342,196593.859
CommandExecution,196596.213,196596.213
AgentMessage,196598.289,196599.803
Reasoning,196603.587,196611.813
AgentMessage,196611.826,196613.283
CommandExecution,196617.249,196617.249
CommandExecution,196617.293,196617.293
Reasoning,196624.959,196632.235
Extension,196632.577,196682.579
CommandExecution,196686.769,196686.769
Reasoning,196693.624,196696.214
AgentMessage,196696.252,196696.635
Extension,196696.999,196742.001
CommandExecution,196746.932,196746.933
Reasoning,196755.349,196759.744
AgentMessage,196759.749,196761.139
Extension,196761.777,196806.778
CommandExecution,196811.174,196811.174
Reasoning,196819.349,196830.294
AgentMessage,196830.298,196831.489
CommandExecution,196170.91,196847.183
Extension,196831.882,196876.883
CommandExecution,196886.143,196886.143
CommandExecution,196886.228,196886.229
Reasoning,196907.795,196923.3
AgentMessage,196923.303,196924.522
CommandExecution,196933.256,196933.256
CommandExecution,196933.351,196933.351
Reasoning,196936.729,196948.674
CommandExecution,196952.701,196952.702
Reasoning,196955.5,196967.624
CommandExecution,196969.109,196969.11
Reasoning,196972.18,196974.844
CommandExecution,196976.643,196976.644
Reasoning,196979.259,196984.785
CommandExecution,196989.716,196989.716
Reasoning,196992.599,197008.342
CommandExecution,197044.964,197046.104
Reasoning,197047.834,197063.95
Reasoning,197063.965,197071.831
CommandExecution,197074.715,197074.715
CommandExecution,197074.791,197074.791
Reasoning,197080.26,197085.241
AgentMessage,197085.25,197086.541
Reasoning,197089.475,197108.641
Reasoning,197108.645,197120.86
Reasoning,197120.863,197128.92
AgentMessage,197128.924,197129.995
CommandExecution,197134.732,197134.733
CommandExecution,197134.773,197134.773
Reasoning,197136.93,197152.47
Reasoning,197152.474,197155.16
Extension,197155.523,197200.524
CommandExecution,197203.548,197203.548
Reasoning,197206.65,197207.59
AgentMessage,197207.593,197208.885
Extension,197209.288,197254.289
CommandExecution,197257.529,197257.53
Reasoning,197262.115,197277.661
Reasoning,197277.664,197293.196
Reasoning,197293.2,197305.88
AgentMessage,197305.884,197307.275
Extension,197309.168,197354.17
CommandExecution,197357.537,197357.537
Reasoning,197363.005,197363.905
AgentMessage,197363.925,197365.315
Extension,197367.003,197412.004
CommandExecution,197414.994,197414.995
Reasoning,197417.585,197433.135
Reasoning,197433.14,197443.223
AgentMessage,197443.226,197444.335
Extension,197444.759,197489.76
CommandExecution,197497.315,197497.316
Reasoning,197499.862,197515.346
Reasoning,197515.35,197530.901
AgentMessage,197530.905,197532.601
Reasoning,197540.036,197540.615
AgentMessage,197540.638,197541.845
CommandExecution,197543.128,197543.128
Reasoning,197546.991,197559.981
Extension,197560.38,197605.381
CommandExecution,197608.955,197608.956
AgentMessage,197611.426,197612.876
Extension,197613.274,197658.274
CommandExecution,197661.977,197661.977
Reasoning,197665.875,197684.651
Reasoning,197684.656,197696.893
Reasoning,197696.899,197700.541
AgentMessage,197700.544,197701.77
Extension,197703.029,197748.029
CommandExecution,197751.841,197751.841
Reasoning,197756.72,197760.146
AgentMessage,197760.156,197761.316
Extension,197761.89,197806.89
CommandExecution,197810.828,197810.828
Reasoning,197813.776,197829.336
Reasoning,197829.34,197846.816
Reasoning,197846.821,197860.176
AgentMessage,197860.182,197860.796
Extension,197862.129,197907.131
CommandExecution,197911.647,197911.647
Reasoning,197914.157,197929.691
Reasoning,197929.694,197942.561
AgentMessage,197942.565,197943.157
Extension,197943.654,197988.654
CommandExecution,197991.882,197991.883
Reasoning,197996.246,197997.596
AgentMessage,197997.606,197998.696
Extension,197999.044,198044.046
CommandExecution,198049.843,198049.844
Reasoning,198052.271,198070.721
Reasoning,198070.725,198078.471
AgentMessage,198085.786,198087.152
Extension,198087.569,198132.569
CommandExecution,198135.841,198135.841
Reasoning,198137.926,198142.011
AgentMessage,198142.031,198144.146
Extension,198144.434,198184.435
CommandExecution,198187.258,198187.258
Reasoning,198191.586,198200.854
AgentMessage,198200.861,198202.291
Extension,198203.155,198243.155
CommandExecution,198247.165,198247.165
Reasoning,198249.501,198265.041
Reasoning,198265.045,198272.531
AgentMessage,198272.535,198273.722
Extension,198274.2,198314.201
CommandExecution,198324.228,198324.228
Reasoning,198327.961,198335.137
AgentMessage,198335.141,198337.072
CommandExecution,198349.601,198349.601
CommandExecution,198349.779,198352.413
Reasoning,198355.437,198359.862
CommandExecution,198362.266,198362.266
Reasoning,198365.378,198380.907
Reasoning,198380.911,198396.714
Reasoning,198396.718,198411.998
Reasoning,198412.002,198419.282
AgentMessage,198419.286,198421.647
CommandExecution,198429.422,198429.422
Reasoning,198431.912,198447.482
Reasoning,198447.486,198463.013
Reasoning,198463.016,198478.528
Reasoning,198478.532,198494.127
AgentMessage,198494.132,198496.419
CommandExecution,198507.445,198507.76
Reasoning,198511.748,198527.227
Reasoning,198527.23,198542.771
Reasoning,198542.775,198558.307
Reasoning,198558.31,198574.042
CommandExecution,198582.642,198582.643
CommandExecution,198582.702,198582.702
Reasoning,198585.239,198600.367
Reasoning,198600.369,198617.162
CommandExecution,198657.444,198657.444
CommandExecution,198657.628,198660.239
Reasoning,198660.531,198676.073
Reasoning,198676.089,198691.628
Reasoning,198691.631,198707.144
Reasoning,198707.147,198728.867
Reasoning,198728.87,198733.998
AgentMessage,198734.0,198734.382
CommandExecution,198737.099,198737.1
Reasoning,198740.548,198748.748
CommandExecution,198752.702,198752.703
Reasoning,198756.557,198762.417
CommandExecution,198766.552,198766.553
CommandExecution,198766.603,198766.604
Reasoning,198772.047,198780.914
CommandExecution,198819.605,198819.605
Reasoning,198823.395,198838.936
Reasoning,198838.939,198854.484
Reasoning,198854.499,198870.028
Reasoning,198870.032,198885.578
Reasoning,198885.58,198889.293
CommandExecution,198899.522,198899.56
Reasoning,198902.233,198919.688
Reasoning,198919.697,198937.318
CommandExecution,198966.009,198966.009
CommandExecution,198966.066,198966.067
Reasoning,198969.035,198984.993
CommandExecution,198986.84,198986.841
Reasoning,198990.748,199006.294
Reasoning,199006.3,199013.955
CommandExecution,199040.781,199040.781
CommandExecution,199040.959,199042.355
Reasoning,199044.448,199059.994
Reasoning,199059.997,199075.514
Reasoning,199075.519,199091.063
Reasoning,199091.067,199106.599
Reasoning,199106.602,199111.849
AgentMessage,199111.853,199114.004
CommandExecution,199117.263,199117.263
Reasoning,199119.998,199127.929
CommandExecution,199130.224,199130.225
CommandExecution,199135.919,199135.919
ContextCompaction,199136.069,199355.95
Reasoning,199357.735,199358.114
AgentMessage,199358.124,199359.439
CommandExecution,199363.016,199363.017
CommandExecution,199363.024,199363.024
CommandExecution,199372.89,199372.89
CommandExecution,199372.948,199372.949
Reasoning,199375.789,199376.909
CommandExecution,199381.236,199381.237
CommandExecution,199381.291,199381.292
Reasoning,199383.274,199383.799
CommandExecution,199396.394,199396.394
CommandExecution,199396.58,199397.166
CommandExecution,199397.342,199397.91
Reasoning,199399.314,199400.219
AgentMessage,199400.223,199402.545
CommandExecution,199477.113,199480.179
Reasoning,199480.375,199483.839
CommandExecution,199487.414,199487.414
Reasoning,199488.969,199490.285
CommandExecution,199499.355,199499.355
Reasoning,199502.054,199503.535
CommandExecution,199516.002,199516.928
CommandExecution,199499.532,199529.844
Reasoning,199524.529,199530.429
CommandExecution,199573.321,199576.165
Reasoning,199577.894,199579.464
CommandExecution,199584.576,199586.315
Reasoning,199590.669,199591.404
AgentMessage,199591.409,199593.049
CommandExecution,199599.35,199599.35
McpToolCall,199599.36,199599.979
Reasoning,199602.079,199602.839
CommandExecution,199618.908,199618.908
Reasoning,199621.523,199626.09
CommandExecution,199617.818,199629.725
CommandExecution,199633.371,199633.372
CommandExecution,199651.648,199651.648
Reasoning,199657.264,199659.181
CommandExecution,199674.543,199674.543
Reasoning,199680.824,199686.624
CommandExecution,199517.104,199706.434
CommandExecution,199706.868,199706.869
CommandExecution,199705.79,199709.64
Reasoning,199708.334,199711.973
CommandExecution,199715.472,199715.472
Reasoning,199717.31,199717.87
CommandExecution,199720.405,199720.406
Reasoning,199721.919,199725.872
AgentMessage,199725.876,199726.88
CommandExecution,199728.852,199728.852
Reasoning,199730.53,199733.684
Reasoning,199744.658,199746.364
CommandExecution,199759.894,199759.894
Reasoning,199761.563,199763.328
CommandExecution,199766.609,199766.609
CommandExecution,199742.242,199768.74
Reasoning,199770.684,199771.658
CommandExecution,199774.59,199774.59
Reasoning,199776.518,199779.409
CommandExecution,199795.524,199797.117
Reasoning,199798.698,199799.684
CommandExecution,199805.975,199805.975
CommandExecution,199806.076,199806.076
Reasoning,199808.278,199809.034
AgentMessage,199809.037,199810.838
CommandExecution,199821.355,199821.356
Reasoning,199823.233,199833.588
CommandExecution,199841.012,199841.013
Reasoning,199847.493,199851.158
CommandExecution,199854.467,199854.467
CommandExecution,199820.289,199868.962
Reasoning,199855.993,199871.694
CommandExecution,199876.078,199876.078
Reasoning,199883.768,199885.558
Reasoning,199895.768,199905.113
CommandExecution,199911.584,199911.584
CommandExecution,199893.1,199920.592
CommandExecution,199893.12,199923.723
Reasoning,199923.093,199924.538
AgentMessage,199924.541,199926.068
Reasoning,199935.859,199936.998
CommandExecution,199941.409,199941.409
Reasoning,199943.423,199953.275
CommandExecution,199758.82,199956.592
CommandExecution,199956.767,199957.519
Reasoning,199958.91,199959.444
CommandExecution,199968.21,199971.825
Reasoning,199972.946,199980.824
McpToolCall,199987.42,199988.004
CommandExecution,199988.056,199988.057
Reasoning,199989.459,200004.474
CommandExecution,200022.646,200024.189
McpToolCall,200024.197,200024.424
Reasoning,200026.289,200038.704
Extension,200039.048,200059.049
Reasoning,200060.733,200061.919
McpToolCall,200065.625,200065.874
Reasoning,200067.418,200071.783
AgentMessage,200071.798,200073.744
McpToolCall,200081.366,200081.744
CommandExecution,200081.922,200082.293
Reasoning,200099.704,200103.427
McpToolCall,200124.326,200124.965
CommandExecution,200097.011,200132.537
Reasoning,200127.125,200134.773
McpToolCall,200156.814,200157.209
McpToolCall,200157.215,200157.585
McpToolCall,200157.59,200158.005
McpToolCall,200158.011,200158.353
McpToolCall,200158.359,200158.713
McpToolCall,200158.719,200158.983
CommandExecution,200159.062,200159.063
Reasoning,200160.784,200168.913
CommandExecution,200184.531,200184.532
Reasoning,200191.309,200193.567
CommandExecution,200198.445,200198.749
Reasoning,200202.088,200217.629
AgentMessage,200217.638,200219.388
CommandExecution,200224.781,200224.781
CommandExecution,200096.988,200234.226
Reasoning,200231.342,200246.914
Reasoning,200246.918,200262.394
Reasoning,200262.399,200274.128
Extension,200274.427,200304.43
CommandExecution,200322.755,200322.755
Reasoning,200332.948,200348.449
Reasoning,200348.453,200364.033
AgentMessage,200364.037,200365.673
CommandExecution,200371.082,200371.082
Reasoning,200375.743,200391.419
Reasoning,200391.43,200407.064
Extension,200407.647,200437.648
CommandExecution,200443.148,200443.149
Reasoning,200449.928,200465.478
Reasoning,200465.482,200481.003
Reasoning,200481.007,200487.892
AgentMessage,200487.894,200490.599
CommandExecution,200498.467,200498.467
Reasoning,200500.978,200516.955
Reasoning,200516.96,200532.194
Reasoning,200532.2,200539.594
Extension,200539.898,200569.899
CommandExecution,200575.342,200575.343
Reasoning,200582.117,200597.764
Reasoning,200597.768,200613.189
Reasoning,200613.192,200627.075
AgentMessage,200627.078,200629.455
CommandExecution,200633.072,200633.072
Reasoning,200636.073,200651.618
Reasoning,200651.621,200667.142
